round,,0
0,dialogues,36.0
0,mean turns,31.38888888888889
0,user turn length,8.219469026548673
0,interactors,12.0
1,dialogues,184.0
1,mean turns,31.07608695652174
1,user turn length,11.599860090940888
1,interactors,33.0
